language,tokens_old_input,tokens_new_input,gain_input,tokens_old_output,tokens_new_output,gain_output
Urdu,151,125,17.218543046357617,449,389,13.3630289532294
Lao,40,14,65.0,522,248,52.490421455938694
Armenian,130,121,6.923076923076923,348,315,9.482758620689655
Zulu,33,34,-3.0303030303030303,333,353,-6.006006006006006
Tibetan,24,19,20.833333333333332,333,323,3.003003003003003
Sindhi,61,44,27.868852459016395,288,201,30.208333333333332
Cherokee,284,168,40.84507042253521,24,25,-4.166666666666667
Zhuang,15,17,-13.333333333333334,190,184,3.1578947368421053
xx,53,35,33.9622641509434,148,127,14.18918918918919
Abkhazian,8,8,0.0,185,195,-5.405405405405405
