language,tokens_old_input,tokens_new_input,gain_input,tokens_old_output,tokens_new_output,gain_output
Urdu,97,121,-24.742268041237114,320,371,-15.9375
Lao,24,28,-16.666666666666668,358,428,-19.553072625698324
Armenian,73,166,-127.3972602739726,289,328,-13.494809688581315
Tibetan,18,29,-61.111111111111114,276,291,-5.434782608695652
Zulu,26,28,-7.6923076923076925,264,273,-3.409090909090909
Cherokee,262,192,26.717557251908396,20,19,5.0
Pashto,46,56,-21.73913043478261,221,264,-19.457013574660632
Abkhazian,9,6,33.333333333333336,177,179,-1.1299435028248588
Zhuang,15,15,0.0,154,142,7.792207792207792
xx,40,38,5.0,121,116,4.132231404958677
Sindhi,24,25,-4.166666666666667,132,148,-12.121212121212121
