language,tokens_old_input,tokens_new_input,gain_input,tokens_old_output,tokens_new_output,gain_output
Swati,257,230,10.505836575875486,1190,1121,5.798319327731092
Tigrinya,295,287,2.711864406779661,1064,1006,5.451127819548872
Turkmen,53,57,-7.547169811320755,1273,1077,15.396700706991359
Igbo,49,48,2.0408163265306123,1215,1138,6.337448559670782
Hmong,95,82,13.68421052631579,1059,980,7.459867799811143
Marathi,697,760,-9.038737446197992,245,209,14.693877551020408
Mongolian,48,48,0.0,869,755,13.118527042577675
Sinhala,139,149,-7.194244604316546,755,767,-1.5894039735099337
Sundanese,41,43,-4.878048780487805,750,734,2.1333333333333333
Bashkir,22,22,0.0,739,627,15.155615696887686
Rundi,40,41,-2.5,670,639,4.626865671641791
Amharic,129,128,0.7751937984496124,531,475,10.546139359698682
Venda,35,37,-5.714285714285714,488,426,12.704918032786885
Urdu,73,102,-39.726027397260275,274,331,-20.802919708029197
Tibetan,13,17,-30.76923076923077,264,275,-4.166666666666667
Armenian,72,114,-58.333333333333336,197,197,0.0
Zulu,25,28,-12.0,235,238,-1.2765957446808511
Pashto,44,51,-15.909090909090908,203,218,-7.389162561576355
Lao,14,14,0.0,226,225,0.4424778761061947
Cherokee,166,157,5.421686746987952,19,19,0.0
Abkhazian,5,6,-20.0,173,171,1.1560693641618498
Zhuang,14,15,-7.142857142857143,142,140,1.408450704225352
xx,32,35,-9.375,119,110,7.563025210084033
Sindhi,22,22,0.0,124,111,10.483870967741936
